,name,loss
262,SOULIK,-7.406437555
263,SOULIK,-9.021047945
264,SOULIK,-10.64257572
265,SOULIK,-12.38623769
266,SOULIK,-13.8606563
267,SOULIK,-14.95357031
268,SOULIK,-16.92900891
269,SOULIK,-19.3764688
270,CIMARON,0.680786026
271,CIMARON,1.206976502
272,CIMARON,1.641895531
273,CIMARON,2.126368187
274,CIMARON,2.540653901
275,CIMARON,2.508211153
276,CIMARON,2.765138864
277,CIMARON,2.644069682
278,CIMARON,2.419688056
279,CIMARON,2.227535953
280,CIMARON,1.671161451
281,CIMARON,1.537620525
282,CIMARON,1.116424873
283,CIMARON,1.607657101
284,CIMARON,1.872583841
285,CIMARON,1.997758666
286,CIMARON,2.031735176
287,CIMARON,1.834286196
288,CIMARON,1.596233099
289,CIMARON,0.216843786
290,CIMARON,-1.542632748
291,CIMARON,-3.793769112
292,CIMARON,-5.63702308
293,CIMARON,-7.531118558
294,JEBI,0.833256881
295,JEBI,1.653569381
296,JEBI,2.273730671
297,JEBI,2.608874114
298,JEBI,2.967545285
299,JEBI,3.280588763
300,JEBI,3.466068561
301,JEBI,4.218372709
302,JEBI,4.93980128
303,JEBI,5.383339416
